Gender Pay Gap (%),Male Median Salary,Female Median Salary,Female Workforce Participation (%),Female Leadership %,Male Promotion Rate (%),Female Promotion Rate (%),Diversity Index (Simpson ×100),Hiring Ratio M:F,Male Turnover (%),Female Turnover (%),Avg Training Hours — Male,Avg Training Hours — Female
26.4,99341,73116,42.13,33.14,21.88,19.61,-48.06,55.0 : 42.1,15.11,17.96,44.3,37.6
